mid_price,market_sentiment,lower_BB,middle_BB,upper_BB,RSI,MACD
5003.0,0.6667,4986.625,5000.75,5014.875,0.5,0.0
5003.0,0.75,4986.625,5000.75,5014.875,0.5,0.0
5001.0,0.6667,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.5,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.25,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.6667,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.6667,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.6667,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.6667,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.5,4987.4637,5000.7647,5014.0657,0.4808,0.0
5001.0,0.6667,4987.4637,5000.7647,5014.0657,0.4808,0.0
4999.0,0.5,4987.7778,5000.6667,5013.5556,0.463,0.0
4999.0,0.3333,4987.7778,5000.6667,5013.5556,0.463,0.0
4999.0,0.3333,4987.7778,5000.6667,5013.5556,0.463,0.0
4999.0,0.5,4987.7778,5000.6667,5013.5556,0.463,0.0
4999.0,0.25,4987.7778,5000.6667,5013.5556,0.463,0.0
5003.0,0.3333,4988.036,5000.7895,5013.5429,0.5,0.0
5003.0,0.25,4988.036,5000.7895,5013.5429,0.5,0.0
5003.0,0.5,4988.036,5000.7895,5013.5429,0.5,0.0
5003.0,0.5,4988.036,5000.7895,5013.5429,0.5,0.0
5003.0,0.6667,4988.036,5000.7895,5013.5429,0.5,0.0
5003.0,0.6667,4988.036,5000.7895,5013.5429,0.5,0.0
5003.0,0.6667,4988.036,5000.7895,5013.5429,0.5,0.0
4998.0,0.5,4987.795,5000.65,5013.505,0.4603,0.0
4998.0,0.5,4987.795,5000.65,5013.505,0.4603,0.0
4998.0,0.6667,4987.795,5000.65,5013.505,0.4603,0.0
4998.0,0.5,4987.795,5000.65,5013.505,0.4603,0.0
4998.0,0.5,4987.795,5000.65,5013.505,0.4603,0.0
4998.0,0.75,4987.795,5000.65,5013.505,0.4603,0.0
5002.0,0.6667,4988.3061,5000.7143,5013.1224,0.4925,0.0
5002.0,0.3333,4988.3061,5000.7143,5013.1224,0.4925,0.0
5002.0,0.6667,4988.3061,5000.7143,5013.1224,0.4925,0.0
5004.0,0.5,4988.0826,5000.8636,5013.6446,0.5072,0.0
5004.0,0.3333,4988.0826,5000.8636,5013.6446,0.5072,0.0
4997.0,0.3333,4987.2287,5000.6957,5014.1626,0.4605,0.0
4997.0,0.5,4987.2287,5000.6957,5014.1626,0.4605,0.0
4997.0,0.5,4987.2287,5000.6957,5014.1626,0.4605,0.0
4997.0,0.25,4987.2287,5000.6957,5014.1626,0.4605,0.0
5001.0,0.6667,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.3333,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.3333,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.5,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.5,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.5,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.3333,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.5,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.5,4987.7951,5000.7083,5013.6215,0.4875,0.0
5001.0,0.6667,4987.7951,5000.7083,5013.6215,0.4875,0.0
5003.0,0.6667,4988.0,5000.8,5013.6,0.5,0.0
5003.0,0.6667,4987.7951,5000.7083,5013.6215,0.5062,0.0
5003.0,0.3333,4987.3289,5000.6522,5013.9754,0.5062,0.0
5003.0,0.3333,4987.7951,5000.7083,5013.6215,0.5062,0.0
5003.0,0.5,4987.7951,5000.7083,5013.6215,0.5062,0.0
5003.0,0.25,4987.7951,5000.7083,5013.6215,0.5062,0.0
5003.0,0.6667,4987.3289,5000.6522,5013.9754,0.5062,0.0
5003.0,0.3333,4988.0,5000.8,5013.6,0.5062,0.0
5003.0,0.6667,4988.0,5000.8,5013.6,0.5062,0.0
5002.0,0.25,4988.432,5000.8462,5013.2604,0.5,0.0
5002.0,0.3333,4988.432,5000.8462,5013.2604,0.5,0.0
5002.0,0.3333,4988.432,5000.8462,5013.2604,0.5,0.0
4998.0,0.3333,4988.2085,5000.7407,5013.273,0.4767,0.0
4998.0,0.6667,4988.2085,5000.7407,5013.273,0.4767,0.0
4998.0,0.6667,4988.2085,5000.7407,5013.273,0.4767,0.0
4998.0,0.3333,4988.2085,5000.7407,5013.273,0.4767,0.0
4996.0,0.3333,4986.9388,5000.5714,5014.2041,0.4659,0.0
4996.0,0.6667,4986.9388,5000.5714,5014.2041,0.4659,0.0
5001.0,0.5,4987.0383,5000.5357,5014.0332,0.4946,0.0
5001.0,0.5,4987.0383,5000.5357,5014.0332,0.4946,0.0
5001.0,0.5,4986.6488,5000.4815,5014.3141,0.5227,0.0
5001.0,0.3333,4986.6488,5000.4815,5014.3141,0.5227,0.0
5001.0,0.5,4986.6488,5000.4815,5014.3141,0.5227,0.0
5001.0,0.3333,4986.6488,5000.4815,5014.3141,0.5227,0.0
5001.0,0.6667,4986.6488,5000.4815,5014.3141,0.5227,0.0
5001.0,0.5,4987.2189,5000.6154,5014.0118,0.4878,0.0
5001.0,0.5,4987.2189,5000.6154,5014.0118,0.4878,0.0
5001.0,0.75,4987.2189,5000.6154,5014.0118,0.4878,0.0
5001.0,0.3333,4987.2189,5000.6154,5014.0118,0.4878,0.0
5001.0,0.5,4987.2189,5000.6154,5014.0118,0.4878,0.0
5001.0,0.6667,4987.2189,5000.6154,5014.0118,0.4878,0.0
5001.0,0.5,4987.0608,5000.52,5013.9792,0.4878,0.0
4996.0,0.3333,4985.8935,5000.3462,5014.7988,0.4598,0.0
4996.0,0.5,4985.8935,5000.3462,5014.7988,0.4598,0.0
4996.0,0.3333,4985.8935,5000.3462,5014.7988,0.4598,0.0
5000.0,0.3333,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.3333,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.5,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.3333,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.5,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.3333,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.6667,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.3333,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.3333,4986.4074,5000.3333,5014.2593,0.4835,0.0
5000.0,0.5,4986.3373,5000.2308,5014.1243,0.5176,0.0
5000.0,0.5,4986.3373,5000.2308,5014.1243,0.5176,0.0
5000.0,0.6667,4986.7792,5000.36,5013.9408,0.506,0.0
4997.0,0.5,4986.3373,5000.2308,5014.1243,0.4884,0.0
4997.0,0.5,4986.3373,5000.2308,5014.1243,0.4884,0.0
4997.0,0.6667,4986.3373,5000.2308,5014.1243,0.4884,0.0
4997.0,0.6667,4986.3373,5000.2308,5014.1243,0.4884,0.0
4997.0,0.3333,4986.3373,5000.2308,5014.1243,0.4884,0.0
4997.0,0.5,4986.3373,5000.2308,5014.1243,0.4884,0.0
4997.0,0.3333,4986.3373,5000.2308,5014.1243,0.4884,0.0
4997.0,0.4,4986.3373,5000.2308,5014.1243,0.4884,0.0
4999.0,0.75,4986.6982,5000.1852,5013.6722,0.5,0.0
4999.0,0.6667,4986.6982,5000.1852,5013.6722,0.5,0.0
4999.0,0.6667,4986.6982,5000.1852,5013.6722,0.5,0.0
4999.0,0.5,4986.3373,5000.2308,5014.1243,0.5,0.0
4999.0,0.6667,4986.3373,5000.2308,5014.1243,0.5,0.0
4999.0,0.6667,4986.3373,5000.2308,5014.1243,0.5,0.0
4999.0,0.6667,4986.3373,5000.2308,5014.1243,0.5,0.0
4999.0,0.5,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.6667,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.5,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.5,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.5,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.6667,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.5,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.6667,4985.9568,5000.28,5014.6032,0.4762,0.0
4999.0,0.5,4985.8889,5000.1667,5014.4444,0.4699,0.0
4997.0,0.5,4986.1562,4999.875,5013.5938,0.4937,0.0
4997.0,0.5,4986.1562,4999.875,5013.5938,0.4937,0.0
4997.0,0.5,4986.1562,4999.875,5013.5938,0.4937,0.0
4997.0,0.5,4986.1562,4999.875,5013.5938,0.4937,0.0
4997.0,0.6667,4985.9603,4999.9565,5013.9527,0.5,0.0
5003.0,0.6,4985.9306,5000.0833,5014.2361,0.5357,0.0
4997.0,0.6667,4985.6432,4999.96,5014.2768,0.5,0.0
4996.0,0.3333,4985.0528,4999.92,5014.7872,0.4524,0.0
4996.0,0.5,4985.0528,4999.92,5014.7872,0.4524,0.0
4996.0,0.5,4985.0528,4999.92,5014.7872,0.4524,0.0
4996.0,0.5,4985.0528,4999.92,5014.7872,0.4524,0.0
4996.0,0.3333,4985.7083,4999.75,5013.7917,0.4872,0.0
4997.0,0.3333,4985.5792,4999.64,5013.7008,0.4937,0.0
4997.0,0.5,4985.5792,4999.64,5013.7008,0.4937,0.0
4998.0,0.3333,4985.858,4999.5769,5013.2959,0.5,0.0
4998.0,0.5,4985.858,4999.5769,5013.2959,0.5,0.0
4998.0,0.3333,4985.5792,4999.64,5013.7008,0.4667,0.0
4998.0,0.6667,4985.5792,4999.64,5013.7008,0.4667,0.0
4998.0,0.75,4985.5792,4999.64,5013.7008,0.4667,0.0
5002.0,0.5,4985.7988,4999.7308,5013.6627,0.4937,0.0
5001.0,0.3333,4986.2469,4999.7778,5013.3086,0.4875,0.0
5001.0,0.5,4986.2469,4999.7778,5013.3086,0.4875,0.0
5001.0,0.5,4986.432,4999.6538,5012.8757,0.5,0.0
5001.0,0.6667,4986.432,4999.6538,5012.8757,0.5,0.0
5001.0,0.6667,4986.432,4999.6538,5012.8757,0.5,0.0
5001.0,0.3333,4986.8422,4999.7037,5012.5652,0.5,0.0
5001.0,0.5,4986.8422,4999.7037,5012.5652,0.5,0.0
5001.0,0.5,4986.8422,4999.7037,5012.5652,0.5,0.0
5001.0,0.6667,4986.8422,4999.7037,5012.5652,0.5,0.0
4999.0,0.5,4987.2423,4999.6786,5012.1148,0.4875,0.0
4999.0,0.3333,4987.2423,4999.6786,5012.1148,0.4875,0.0
5001.0,0.5,4987.6005,4999.7241,5011.8478,0.5,0.0
4995.0,0.6667,4986.4089,4999.5667,5012.7244,0.4659,0.0
4995.0,0.5,4986.0523,4999.5172,5012.9822,0.4767,0.0
4995.0,0.6667,4986.0523,4999.5172,5012.9822,0.4767,0.0
4995.0,0.6667,4986.0523,4999.5172,5012.9822,0.4767,0.0
4995.0,0.25,4986.0523,4999.5172,5012.9822,0.4767,0.0
4995.0,0.5,4985.0356,4999.3667,5013.6978,0.4767,0.0
4995.0,0.3333,4985.0356,4999.3667,5013.6978,0.4767,0.0
4995.0,0.3333,4984.1665,4999.2258,5014.2851,0.4767,0.0
4995.0,0.5,4984.1665,4999.2258,5014.2851,0.4767,0.0
4995.0,0.3333,4984.1665,4999.2258,5014.2851,0.4767,0.0
4995.0,0.5,4984.1665,4999.2258,5014.2851,0.4767,0.0
4994.0,0.6667,4982.2986,4999.0645,5015.8304,0.4458,0.0
4994.0,0.5,4982.2986,4999.0645,5015.8304,0.4458,0.0
4994.0,0.6667,4982.2986,4999.0645,5015.8304,0.4458,0.0
4994.0,0.25,4982.2986,4999.0645,5015.8304,0.4458,0.0
4994.0,0.6667,4982.2986,4999.0645,5015.8304,0.4458,0.0
4994.0,0.3333,4982.6756,4998.9333,5015.1911,0.4744,0.0
4994.0,0.6667,4982.6756,4998.9333,5015.1911,0.4744,0.0
4994.0,0.6667,4982.6756,4998.9333,5015.1911,0.4744,0.0
4994.0,0.3333,4982.6756,4998.9333,5015.1911,0.4744,0.0
4994.0,0.5,4982.6756,4998.9333,5015.1911,0.4744,0.0
4996.0,0.5,4982.5682,4998.8387,5015.1093,0.4875,0.0
4996.0,0.25,4982.5682,4998.8387,5015.1093,0.4875,0.0
4992.0,0.6667,4979.4776,4998.6452,5017.8127,0.4375,0.0
4992.0,0.3333,4979.4776,4998.6452,5017.8127,0.4375,0.0
4997.0,0.25,4979.8613,4998.5938,5017.3262,0.4706,0.0
4997.0,0.6667,4979.8613,4998.5938,5017.3262,0.4706,0.0
4997.0,0.5,4979.8613,4998.5938,5017.3262,0.4706,0.0
4997.0,0.5,4979.9199,4998.4839,5017.0479,0.4578,0.0
4997.0,0.3333,4979.9199,4998.4839,5017.0479,0.4578,0.0
4997.0,0.5,4980.3203,4998.4375,5016.5547,0.4578,0.0
4992.0,0.6667,4979.5703,4998.0625,5016.5547,0.4691,0.0
4992.0,0.5,4979.5703,4998.0625,5016.5547,0.4691,0.0
4992.0,0.3333,4979.5703,4998.0625,5016.5547,0.4691,0.0
4992.0,0.5,4979.0832,4998.0968,5017.1103,0.4416,0.0
4992.0,0.5,4979.0832,4998.0968,5017.1103,0.4416,0.0
4992.0,0.6667,4979.0832,4998.0968,5017.1103,0.4416,0.0
4992.0,0.3333,4978.9333,4998.0,5017.0667,0.4267,0.0
4992.0,0.5,4978.9333,4998.0,5017.0667,0.4267,0.0
4992.0,0.5,4978.9333,4998.0,5017.0667,0.4267,0.0
4992.0,0.3333,4978.9333,4998.0,5017.0667,0.4267,0.0
4991.0,0.5,4976.2633,4997.7742,5019.2851,0.4211,0.0
4991.0,0.6667,4976.2633,4997.7742,5019.2851,0.4211,0.0
4991.0,0.3333,4976.2633,4997.7742,5019.2851,0.4211,0.0
4991.0,0.5,4973.9453,4997.5625,5021.1797,0.4211,0.0
4991.0,0.3333,4973.9453,4997.5625,5021.1797,0.4211,0.0
4991.0,0.6667,4973.9453,4997.5625,5021.1797,0.4211,0.0
4991.0,0.5,4973.9453,4997.5625,5021.1797,0.4211,0.0
4991.0,0.5,4974.9771,4997.3871,5019.7971,0.4211,0.0
4991.0,0.3333,4974.9771,4997.3871,5019.7971,0.4211,0.0
4991.0,0.6667,4974.9771,4997.3871,5019.7971,0.4211,0.0
4991.0,0.5,4974.9771,4997.3871,5019.7971,0.4211,0.0
4991.0,0.5,4974.9771,4997.3871,5019.7971,0.4211,0.0
4992.0,0.3333,4973.752,4997.2188,5020.6855,0.4286,0.0
4992.0,0.5,4975.0343,4997.0323,5019.0302,0.4342,0.0
4992.0,0.5,4975.0343,4997.0323,5019.0302,0.4342,0.0
4992.0,0.3333,4975.8356,4996.8667,5017.8978,0.4583,0.0
4992.0,0.6,4975.8356,4996.8667,5017.8978,0.4583,0.0
4992.0,0.5,4975.8356,4996.8667,5017.8978,0.4583,0.0
4992.0,0.5,4975.8356,4996.8667,5017.8978,0.4583,0.0
4992.0,0.5,4975.1629,4996.8276,5018.4923,0.4714,0.0
4992.0,0.5,4974.2222,4996.6667,5019.1111,0.4714,0.0
4992.0,0.6667,4974.2222,4996.6667,5019.1111,0.4714,0.0
4992.0,0.6667,4974.2222,4996.6667,5019.1111,0.4714,0.0
4997.0,0.3333,4974.28,4996.7,5019.12,0.4714,0.0
4997.0,0.75,4974.6778,4996.5517,5018.4257,0.5077,0.0
4997.0,0.6667,4974.6778,4996.5517,5018.4257,0.5077,0.0
4997.0,0.6667,4974.6778,4996.5517,5018.4257,0.5077,0.0
4997.0,0.3333,4974.6778,4996.5517,5018.4257,0.5077,0.0
4997.0,0.3333,4974.6778,4996.5517,5018.4257,0.5077,0.0
4997.0,0.5,4974.6778,4996.5517,5018.4257,0.5077,0.0
4991.0,0.3333,4973.2356,4996.3667,5019.4978,0.4648,0.0
4991.0,0.25,4972.0104,4996.1935,5020.3767,0.4648,0.0
4991.0,0.5,4972.0104,4996.1935,5020.3767,0.4648,0.0
4997.0,0.3333,4972.752,4996.2188,5019.6855,0.5065,0.0
4997.0,0.6667,4972.752,4996.2188,5019.6855,0.5065,0.0
4997.0,0.6667,4972.752,4996.2188,5019.6855,0.5065,0.0
4997.0,0.5,4972.752,4996.2188,5019.6855,0.5065,0.0
4991.0,0.25,4971.7043,4996.0606,5020.4169,0.4699,0.0
4990.0,0.3333,4970.1453,4995.8824,5021.6194,0.4643,0.0
4990.0,0.3333,4969.3627,4995.8788,5022.3949,0.4375,0.0
4990.0,0.5,4969.3627,4995.8788,5022.3949,0.4375,0.0
4990.0,0.5,4969.3627,4995.8788,5022.3949,0.4375,0.0
4990.0,0.5,4969.5,4995.75,5022.0,0.4545,0.0
4990.0,0.5,4969.5,4995.75,5022.0,0.4545,0.0
4990.0,0.6,4969.5,4995.75,5022.0,0.4545,0.0
4990.0,0.5,4969.5,4995.75,5022.0,0.4545,0.0
4990.0,0.3333,4968.1781,4995.5758,5022.9734,0.4545,0.0
4990.0,0.5,4968.1781,4995.5758,5022.9734,0.4545,0.0
4990.0,0.3333,4968.1781,4995.5758,5022.9734,0.4545,0.0
4991.0,0.5,4967.654,4995.4412,5023.2284,0.4615,0.0
4991.0,0.6667,4967.654,4995.4412,5023.2284,0.4615,0.0
4991.0,0.25,4967.654,4995.4412,5023.2284,0.4615,0.0
4990.0,0.5,4966.649,4995.2857,5023.9224,0.4557,0.0
4990.0,0.5,4966.649,4995.2857,5023.9224,0.4557,0.0
4990.0,0.3333,4965.9343,4995.2353,5024.5363,0.4416,0.0
4990.0,0.5,4965.9343,4995.2353,5024.5363,0.4416,0.0
4990.0,0.6667,4965.9343,4995.2353,5024.5363,0.4416,0.0
4997.0,0.3333,4966.649,4995.2857,5023.9224,0.4881,0.0
4997.0,0.5,4966.649,4995.2857,5023.9224,0.4881,0.0
4998.0,0.3333,4967.1219,4995.3611,5023.6003,0.4941,0.0
4998.0,0.75,4967.1219,4995.3611,5023.6003,0.4941,0.0
4997.0,0.5,4967.659,4995.3056,5022.9522,0.5,0.0
4997.0,0.5,4967.659,4995.3056,5022.9522,0.5,0.0
4997.0,0.5,4967.659,4995.3056,5022.9522,0.5,0.0
4997.0,0.3333,4967.659,4995.3056,5022.9522,0.5,0.0
4994.0,0.5,4968.2812,4995.2703,5022.2593,0.4828,0.0
4994.0,0.3333,4968.2812,4995.2703,5022.2593,0.4828,0.0
4994.0,0.3333,4968.2812,4995.2703,5022.2593,0.4828,0.0
4994.0,0.6667,4968.2812,4995.2703,5022.2593,0.4828,0.0
4994.0,0.5,4968.2812,4995.2703,5022.2593,0.4828,0.0
4994.0,0.75,4968.2812,4995.2703,5022.2593,0.4828,0.0
4998.0,0.3333,4968.6814,4995.3421,5022.0028,0.5055,0.0
4994.0,0.5,4969.2406,4995.3077,5021.3748,0.4842,0.0
4994.0,0.5,4969.2406,4995.3077,5021.3748,0.4842,0.0
4994.0,0.5,4969.2406,4995.3077,5021.3748,0.4842,0.0
4994.0,0.5,4969.2406,4995.3077,5021.3748,0.4842,0.0
4994.0,0.5,4969.2406,4995.3077,5021.3748,0.4842,0.0
4994.0,0.6667,4969.2406,4995.3077,5021.3748,0.4842,0.0
4994.0,0.6667,4971.0599,4995.0541,5019.0482,0.4819,0.0
4992.0,0.6667,4968.7311,4995.1795,5021.6279,0.4396,0.0
4992.0,0.5,4971.133,4994.9737,5018.8144,0.4706,0.0
4992.0,0.6667,4968.7311,4995.1795,5021.6279,0.4396,0.0
4991.0,0.5,4970.41,4994.8158,5019.2216,0.4706,0.0
4991.0,0.5,4970.8534,4994.8718,5018.8902,0.4651,0.0
4991.0,0.5,4970.2104,4994.7179,5019.2255,0.4706,0.0
4991.0,0.5,4969.6205,4994.6842,5019.7479,0.4643,0.0
4991.0,0.3333,4969.6205,4994.6842,5019.7479,0.4643,0.0
4991.0,0.3333,4969.6205,4994.6842,5019.7479,0.4643,0.0
4991.0,0.3333,4969.6205,4994.6842,5019.7479,0.4643,0.0
4991.0,0.5,4969.1782,4994.6216,5020.065,0.4578,0.0
4991.0,0.5,4969.1782,4994.6216,5020.065,0.4578,0.0
4993.0,0.5,4969.6704,4994.5789,5019.4875,0.4706,0.0
4993.0,0.6667,4971.8765,4994.2778,5016.679,0.45,0.0
4991.0,0.5,4969.4958,4994.3947,5019.2936,0.4337,0.0
4991.0,0.25,4971.8283,4994.1892,5016.55,0.439,0.0
4991.0,0.5,4969.4958,4994.3947,5019.2936,0.4337,0.0
4991.0,0.5,4971.8283,4994.1892,5016.55,0.439,0.0
4991.0,0.3333,4971.8283,4994.1892,5016.55,0.439,0.0
4997.0,0.3333,4973.824,4994.0811,5014.3382,0.4773,0.0
